"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"65-74 years","65-74","Utah","49","2013","2013","Female","F",36,85361,42.2
,"65-74 years","65-74","Utah","49","2013","2013","Male","M",35,78083,44.8
,"65-74 years","65-74","Utah","49","2014","2014","Female","F",23,89873,25.6
,"65-74 years","65-74","Utah","49","2014","2014","Male","M",34,82527,41.2
,"65-74 years","65-74","Utah","49","2015","2015","Female","F",43,94507,45.5
,"65-74 years","65-74","Utah","49","2015","2015","Male","M",45,87055,51.7
,"65-74 years","65-74","Utah","49","2016","2016","Female","F",35,99495,35.2
,"65-74 years","65-74","Utah","49","2016","2016","Male","M",49,91707,53.4
,"65-74 years","65-74","Utah","49","2017","2017","Female","F",30,104962,28.6
,"65-74 years","65-74","Utah","49","2017","2017","Male","M",47,96299,48.8
,"65-74 years","65-74","Utah","49","2018","2018","Female","F",47,109473,42.9
,"65-74 years","65-74","Utah","49","2018","2018","Male","M",39,100398,38.8
,"65-74 years","65-74","Utah","49","2019","2019","Female","F",53,114222,46.4
,"65-74 years","65-74","Utah","49","2019","2019","Male","M",52,105244,49.4
,"65-74 years","65-74","Utah","49","2020","2020","Female","F",54,119523,45.2
,"65-74 years","65-74","Utah","49","2020","2020","Male","M",53,110529,48.0
,"65-74 years","65-74","Vermont","50","1999","1999","Female","F",Suppressed,21788,Suppressed
,"65-74 years","65-74","Vermont","50","1999","1999","Male","M",Suppressed,18607,Suppressed
,"65-74 years","65-74","Vermont","50","2000","2000","Female","F",Suppressed,21849,Suppressed
,"65-74 years","65-74","Vermont","50","2000","2000","Male","M",Suppressed,18834,Suppressed
,"65-74 years","65-74","Vermont","50","2001","2001","Female","F",Suppressed,21598,Suppressed
,"65-74 years","65-74","Vermont","50","2001","2001","Male","M",Suppressed,18942,Suppressed
,"65-74 years","65-74","Vermont","50","2002","2002","Female","F",Suppressed,21613,Suppressed
,"65-74 years","65-74","Vermont","50","2002","2002","Male","M",Suppressed,19021,Suppressed
,"65-74 years","65-74","Vermont","50","2003","2003","Female","F",Suppressed,21627,Suppressed
,"65-74 years","65-74","Vermont","50","2003","2003","Male","M",Suppressed,19141,Suppressed
,"65-74 years","65-74","Vermont","50","2004","2004","Female","F",Suppressed,21677,Suppressed
,"65-74 years","65-74","Vermont","50","2004","2004","Male","M",Suppressed,19464,Suppressed
,"65-74 years","65-74","Vermont","50","2005","2005","Female","F",0,21851,Unreliable
,"65-74 years","65-74","Vermont","50","2005","2005","Male","M",Suppressed,19771,Suppressed
,"65-74 years","65-74","Vermont","50","2006","2006","Female","F",Suppressed,22299,Suppressed
,"65-74 years","65-74","Vermont","50","2006","2006","Male","M",Suppressed,20305,Suppressed
,"65-74 years","65-74","Vermont","50","2007","2007","Female","F",0,22874,Unreliable
,"65-74 years","65-74","Vermont","50","2007","2007","Male","M",Suppressed,21010,Suppressed
,"65-74 years","65-74","Vermont","50","2008","2008","Female","F",0,23958,Unreliable
,"65-74 years","65-74","Vermont","50","2008","2008","Male","M",Suppressed,22284,Suppressed
,"65-74 years","65-74","Vermont","50","2009","2009","Female","F",Suppressed,24889,Suppressed
,"65-74 years","65-74","Vermont","50","2009","2009","Male","M",Suppressed,23251,Suppressed
,"65-74 years","65-74","Vermont","50","2010","2010","Female","F",Suppressed,25618,Suppressed
,"65-74 years","65-74","Vermont","50","2010","2010","Male","M",Suppressed,23920,Suppressed
,"65-74 years","65-74","Vermont","50","2011","2011","Female","F",Suppressed,26786,Suppressed
,"65-74 years","65-74","Vermont","50","2011","2011","Male","M",Suppressed,25103,Suppressed
,"65-74 years","65-74","Vermont","50","2012","2012","Female","F",Suppressed,28744,Suppressed
,"65-74 years","65-74","Vermont","50","2012","2012","Male","M",Suppressed,27070,Suppressed
,"65-74 years","65-74","Vermont","50","2013","2013","Female","F",Suppressed,30432,Suppressed
,"65-74 years","65-74","Vermont","50","2013","2013","Male","M",0,28843,Unreliable
,"65-74 years","65-74","Vermont","50","2014","2014","Female","F",Suppressed,31949,Suppressed
,"65-74 years","65-74","Vermont","50","2014","2014","Male","M",Suppressed,30368,Suppressed
,"65-74 years","65-74","Vermont","50","2015","2015","Female","F",Suppressed,33472,Suppressed
,"65-74 years","65-74","Vermont","50","2015","2015","Male","M",Suppressed,31755,Suppressed
,"65-74 years","65-74","Vermont","50","2016","2016","Female","F",Suppressed,34805,Suppressed
,"65-74 years","65-74","Vermont","50","2016","2016","Male","M",Suppressed,32871,Suppressed
,"65-74 years","65-74","Vermont","50","2017","2017","Female","F",Suppressed,36381,Suppressed
,"65-74 years","65-74","Vermont","50","2017","2017","Male","M",Suppressed,34285,Suppressed
,"65-74 years","65-74","Vermont","50","2018","2018","Female","F",Suppressed,37743,Suppressed
,"65-74 years","65-74","Vermont","50","2018","2018","Male","M",Suppressed,35150,Suppressed
,"65-74 years","65-74","Vermont","50","2019","2019","Female","F",Suppressed,38979,Suppressed
,"65-74 years","65-74","Vermont","50","2019","2019","Male","M",Suppressed,36227,Suppressed
,"65-74 years","65-74","Vermont","50","2020","2020","Female","F",Suppressed,40097,Suppressed
,"65-74 years","65-74","Vermont","50","2020","2020","Male","M",Suppressed,37516,Suppressed
,"65-74 years","65-74","Virginia","51","1999","1999","Female","F",97,238587,40.7
,"65-74 years","65-74","Virginia","51","1999","1999","Male","M",107,193861,55.2
,"65-74 years","65-74","Virginia","51","2000","2000","Female","F",103,237662,43.3
,"65-74 years","65-74","Virginia","51","2000","2000","Male","M",105,194794,53.9
,"65-74 years","65-74","Virginia","51","2001","2001","Female","F",101,238671,42.3
,"65-74 years","65-74","Virginia","51","2001","2001","Male","M",109,198385,54.9
,"65-74 years","65-74","Virginia","51","2002","2002","Female","F",90,239639,37.6
,"65-74 years","65-74","Virginia","51","2002","2002","Male","M",109,201573,54.1
,"65-74 years","65-74","Virginia","51","2003","2003","Female","F",100,242131,41.3
,"65-74 years","65-74","Virginia","51","2003","2003","Male","M",113,205193,55.1
,"65-74 years","65-74","Virginia","51","2004","2004","Female","F",91,245105,37.1
,"65-74 years","65-74","Virginia","51","2004","2004","Male","M",108,209307,51.6
,"65-74 years","65-74","Virginia","51","2005","2005","Female","F",100,249893,40.0
,"65-74 years","65-74","Virginia","51","2005","2005","Male","M",100,214575,46.6
,"65-74 years","65-74","Virginia","51","2006","2006","Female","F",100,255363,39.2
,"65-74 years","65-74","Virginia","51","2006","2006","Male","M",122,220008,55.5
,"65-74 years","65-74","Virginia","51","2007","2007","Female","F",82,262710,31.2
,"65-74 years","65-74","Virginia","51","2007","2007","Male","M",92,227502,40.4
,"65-74 years","65-74","Virginia","51","2008","2008","Female","F",84,274963,30.5
,"65-74 years","65-74","Virginia","51","2008","2008","Male","M",111,239365,46.4
,"65-74 years","65-74","Virginia","51","2009","2009","Female","F",100,286122,35.0
,"65-74 years","65-74","Virginia","51","2009","2009","Male","M",117,249336,46.9
,"65-74 years","65-74","Virginia","51","2010","2010","Female","F",88,293349,30.0
,"65-74 years","65-74","Virginia","51","2010","2010","Male","M",110,256455,42.9
,"65-74 years","65-74","Virginia","51","2011","2011","Female","F",102,305190,33.4
,"65-74 years","65-74","Virginia","51","2011","2011","Male","M",113,268105,42.1
,"65-74 years","65-74","Virginia","51","2012","2012","Female","F",122,327611,37.2
,"65-74 years","65-74","Virginia","51","2012","2012","Male","M",135,288251,46.8
,"65-74 years","65-74","Virginia","51","2013","2013","Female","F",115,345077,33.3
,"65-74 years","65-74","Virginia","51","2013","2013","Male","M",140,303390,46.1
,"65-74 years","65-74","Virginia","51","2014","2014","Female","F",127,361838,35.1
,"65-74 years","65-74","Virginia","51","2014","2014","Male","M",168,317044,53.0
,"65-74 years","65-74","Virginia","51","2015","2015","Female","F",118,377423,31.3
,"65-74 years","65-74","Virginia","51","2015","2015","Male","M",157,330280,47.5
,"65-74 years","65-74","Virginia","51","2016","2016","Female","F",125,392283,31.9
,"65-74 years","65-74","Virginia","51","2016","2016","Male","M",211,342241,61.7
,"65-74 years","65-74","Virginia","51","2017","2017","Female","F",147,406157,36.2
,"65-74 years","65-74","Virginia","51","2017","2017","Male","M",191,353361,54.1
,"65-74 years","65-74","Virginia","51","2018","2018","Female","F",142,417101,34.0
,"65-74 years","65-74","Virginia","51","2018","2018","Male","M",249,361937,68.8
,"65-74 years","65-74","Virginia","51","2019","2019","Female","F",172,429939,40.0
,"65-74 years","65-74","Virginia","51","2019","2019","Male","M",264,372352,70.9
,"65-74 years","65-74","Virginia","51","2020","2020","Female","F",169,443742,38.1
,"65-74 years","65-74","Virginia","51","2020","2020","Male","M",271,383824,70.6
,"65-74 years","65-74","Washington","53","1999","1999","Female","F",26,180586,14.4
,"65-74 years","65-74","Washington","53","1999","1999","Male","M",32,155983,20.5
,"65-74 years","65-74","Washington","53","2000","2000","Female","F",23,180244,12.8
,"65-74 years","65-74","Washington","53","2000","2000","Male","M",25,156922,15.9
,"65-74 years","65-74","Washington","53","2001","2001","Female","F",31,179837,17.2
,"65-74 years","65-74","Washington","53","2001","2001","Male","M",36,158396,22.7
,"65-74 years","65-74","Washington","53","2002","2002","Female","F",24,180740,13.3
,"65-74 years","65-74","Washington","53","2002","2002","Male","M",29,160719,18.0
,"65-74 years","65-74","Washington","53","2003","2003","Female","F",35,183154,19.1
,"65-74 years","65-74","Washington","53","2003","2003","Male","M",27,164298,16.4
,"65-74 years","65-74","Washington","53","2004","2004","Female","F",25,186506,13.4
,"65-74 years","65-74","Washington","53","2004","2004","Male","M",28,168605,16.6
,"65-74 years","65-74","Washington","53","2005","2005","Female","F",36,191037,18.8
,"65-74 years","65-74","Washington","53","2005","2005","Male","M",41,174097,23.6
,"65-74 years","65-74","Washington","53","2006","2006","Female","F",21,197762,10.6
,"65-74 years","65-74","Washington","53","2006","2006","Male","M",33,181065,18.2
,"65-74 years","65-74","Washington","53","2007","2007","Female","F",31,205202,15.1
,"65-74 years","65-74","Washington","53","2007","2007","Male","M",42,188923,22.2
,"65-74 years","65-74","Washington","53","2008","2008","Female","F",27,216136,12.5
,"65-74 years","65-74","Washington","53","2008","2008","Male","M",45,200342,22.5
,"65-74 years","65-74","Washington","53","2009","2009","Female","F",32,228553,14.0
,"65-74 years","65-74","Washington","53","2009","2009","Male","M",37,211813,17.5
,"65-74 years","65-74","Washington","53","2010","2010","Female","F",21,237396,8.8
,"65-74 years","65-74","Washington","53","2010","2010","Male","M",33,219824,15.0
,"65-74 years","65-74","Washington","53","2011","2011","Female","F",45,251525,17.9
,"65-74 years","65-74","Washington","53","2011","2011","Male","M",39,232867,16.7
,"65-74 years","65-74","Washington","53","2012","2012","Female","F",37,271468,13.6
,"65-74 years","65-74","Washington","53","2012","2012","Male","M",39,251251,15.5
,"65-74 years","65-74","Washington","53","2013","2013","Female","F",46,290361,15.8
,"65-74 years","65-74","Washington","53","2013","2013","Male","M",50,267544,18.7
,"65-74 years","65-74","Washington","53","2014","2014","Female","F",41,307490,13.3
,"65-74 years","65-74","Washington","53","2014","2014","Male","M",59,282829,20.9
,"65-74 years","65-74","Washington","53","2015","2015","Female","F",52,324896,16.0
,"65-74 years","65-74","Washington","53","2015","2015","Male","M",71,298408,23.8
,"65-74 years","65-74","Washington","53","2016","2016","Female","F",78,343325,22.7
,"65-74 years","65-74","Washington","53","2016","2016","Male","M",70,313182,22.4
,"65-74 years","65-74","Washington","53","2017","2017","Female","F",61,357398,17.1
,"65-74 years","65-74","Washington","53","2017","2017","Male","M",87,324365,26.8
,"65-74 years","65-74","Washington","53","2018","2018","Female","F",92,372307,24.7
,"65-74 years","65-74","Washington","53","2018","2018","Male","M",103,336501,30.6
,"65-74 years","65-74","Washington","53","2019","2019","Female","F",80,387277,20.7
,"65-74 years","65-74","Washington","53","2019","2019","Male","M",99,348247,28.4
,"65-74 years","65-74","Washington","53","2020","2020","Female","F",90,400347,22.5
,"65-74 years","65-74","Washington","53","2020","2020","Male","M",91,358158,25.4
,"65-74 years","65-74","West Virginia","54","1999","1999","Female","F",49,82901,59.1
,"65-74 years","65-74","West Virginia","54","1999","1999","Male","M",46,66570,69.1
,"65-74 years","65-74","West Virginia","54","2000","2000","Female","F",50,82055,60.9
,"65-74 years","65-74","West Virginia","54","2000","2000","Male","M",36,66408,54.2
,"65-74 years","65-74","West Virginia","54","2001","2001","Female","F",49,81052,60.5
,"65-74 years","65-74","West Virginia","54","2001","2001","Male","M",33,66479,49.6
,"65-74 years","65-74","West Virginia","54","2002","2002","Female","F",38,80614,47.1
,"65-74 years","65-74","West Virginia","54","2002","2002","Male","M",25,66444,37.6
,"65-74 years","65-74","West Virginia","54","2003","2003","Female","F",51,80431,63.4
,"65-74 years","65-74","West Virginia","54","2003","2003","Male","M",35,67026,52.2
,"65-74 years","65-74","West Virginia","54","2004","2004","Female","F",47,80250,58.6
,"65-74 years","65-74","West Virginia","54","2004","2004","Male","M",35,67898,51.5
,"65-74 years","65-74","West Virginia","54","2005","2005","Female","F",44,79977,55.0
,"65-74 years","65-74","West Virginia","54","2005","2005","Male","M",40,68614,58.3
,"65-74 years","65-74","West Virginia","54","2006","2006","Female","F",40,80483,49.7
,"65-74 years","65-74","West Virginia","54","2006","2006","Male","M",25,69995,35.7
,"65-74 years","65-74","West Virginia","54","2007","2007","Female","F",38,81605,46.6
,"65-74 years","65-74","West Virginia","54","2007","2007","Male","M",41,71893,57.0
,"65-74 years","65-74","West Virginia","54","2008","2008","Female","F",36,83524,43.1
,"65-74 years","65-74","West Virginia","54","2008","2008","Male","M",24,74549,32.2
,"65-74 years","65-74","West Virginia","54","2009","2009","Female","F",26,84995,30.6
,"65-74 years","65-74","West Virginia","54","2009","2009","Male","M",33,76718,43.0
,"65-74 years","65-74","West Virginia","54","2010","2010","Female","F",41,85624,47.9
,"65-74 years","65-74","West Virginia","54","2010","2010","Male","M",45,77896,57.8
,"65-74 years","65-74","West Virginia","54","2011","2011","Female","F",29,86891,33.4
,"65-74 years","65-74","West Virginia","54","2011","2011","Male","M",42,79682,52.7
,"65-74 years","65-74","West Virginia","54","2012","2012","Female","F",33,91655,36.0
,"65-74 years","65-74","West Virginia","54","2012","2012","Male","M",51,84659,60.2
,"65-74 years","65-74","West Virginia","54","2013","2013","Female","F",34,95078,35.8
,"65-74 years","65-74","West Virginia","54","2013","2013","Male","M",35,88268,39.7
,"65-74 years","65-74","West Virginia","54","2014","2014","Female","F",45,98945,45.5
,"65-74 years","65-74","West Virginia","54","2014","2014","Male","M",47,91819,51.2
,"65-74 years","65-74","West Virginia","54","2015","2015","Female","F",32,102249,31.3
,"65-74 years","65-74","West Virginia","54","2015","2015","Male","M",63,95115,66.2
,"65-74 years","65-74","West Virginia","54","2016","2016","Female","F",43,105381,40.8
,"65-74 years","65-74","West Virginia","54","2016","2016","Male","M",47,97646,48.1
,"65-74 years","65-74","West Virginia","54","2017","2017","Female","F",27,108259,24.9
,"65-74 years","65-74","West Virginia","54","2017","2017","Male","M",39,100275,38.9
,"65-74 years","65-74","West Virginia","54","2018","2018","Female","F",46,110766,41.5
,"65-74 years","65-74","West Virginia","54","2018","2018","Male","M",51,102071,50.0
,"65-74 years","65-74","West Virginia","54","2019","2019","Female","F",25,113196,22.1
,"65-74 years","65-74","West Virginia","54","2019","2019","Male","M",51,104127,49.0
,"65-74 years","65-74","West Virginia","54","2020","2020","Female","F",43,116238,37.0
,"65-74 years","65-74","West Virginia","54","2020","2020","Male","M",76,105938,71.7
,"65-74 years","65-74","Wisconsin","55","1999","1999","Female","F",58,192272,30.2
,"65-74 years","65-74","Wisconsin","55","1999","1999","Male","M",78,164267,47.5
,"65-74 years","65-74","Wisconsin","55","2000","2000","Female","F",64,190926,33.5
,"65-74 years","65-74","Wisconsin","55","2000","2000","Male","M",88,164381,53.5
,"65-74 years","65-74","Wisconsin","55","2001","2001","Female","F",54,189519,28.5
