"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"75-84 years","75-84","New Hampshire","33","2017","2017","Female","F",123,35377,347.7
,"75-84 years","75-84","New Hampshire","33","2017","2017","Male","M",224,28955,773.6
,"75-84 years","75-84","New Hampshire","33","2018","2018","Female","F",129,37376,345.1
,"75-84 years","75-84","New Hampshire","33","2018","2018","Male","M",221,30848,716.4
,"75-84 years","75-84","New Hampshire","33","2019","2019","Female","F",123,38770,317.3
,"75-84 years","75-84","New Hampshire","33","2019","2019","Male","M",207,32184,643.2
,"75-84 years","75-84","New Hampshire","33","2020","2020","Female","F",108,40177,268.8
,"75-84 years","75-84","New Hampshire","33","2020","2020","Male","M",202,33445,604.0
,"75-84 years","75-84","New Jersey","34","1999","1999","Female","F",3007,245740,1223.7
,"75-84 years","75-84","New Jersey","34","1999","1999","Male","M",3033,151937,1996.2
,"75-84 years","75-84","New Jersey","34","2000","2000","Female","F",2806,248617,1128.6
,"75-84 years","75-84","New Jersey","34","2000","2000","Male","M",2940,153851,1910.9
,"75-84 years","75-84","New Jersey","34","2001","2001","Female","F",2772,251039,1104.2
,"75-84 years","75-84","New Jersey","34","2001","2001","Male","M",2815,157099,1791.9
,"75-84 years","75-84","New Jersey","34","2002","2002","Female","F",2597,252333,1029.2
,"75-84 years","75-84","New Jersey","34","2002","2002","Male","M",2716,159678,1700.9
,"75-84 years","75-84","New Jersey","34","2003","2003","Female","F",2573,252610,1018.6
,"75-84 years","75-84","New Jersey","34","2003","2003","Male","M",2566,161044,1593.4
,"75-84 years","75-84","New Jersey","34","2004","2004","Female","F",2413,252267,956.5
,"75-84 years","75-84","New Jersey","34","2004","2004","Male","M",2489,162433,1532.3
,"75-84 years","75-84","New Jersey","34","2005","2005","Female","F",2257,250153,902.2
,"75-84 years","75-84","New Jersey","34","2005","2005","Male","M",2322,162853,1425.8
,"75-84 years","75-84","New Jersey","34","2006","2006","Female","F",2064,247246,834.8
,"75-84 years","75-84","New Jersey","34","2006","2006","Male","M",2144,162581,1318.7
,"75-84 years","75-84","New Jersey","34","2007","2007","Female","F",1760,244974,718.4
,"75-84 years","75-84","New Jersey","34","2007","2007","Male","M",2101,162001,1296.9
,"75-84 years","75-84","New Jersey","34","2008","2008","Female","F",1719,241250,712.5
,"75-84 years","75-84","New Jersey","34","2008","2008","Male","M",1965,161509,1216.7
,"75-84 years","75-84","New Jersey","34","2009","2009","Female","F",1629,237586,685.6
,"75-84 years","75-84","New Jersey","34","2009","2009","Male","M",1854,160082,1158.2
,"75-84 years","75-84","New Jersey","34","2010","2010","Female","F",1484,235121,631.2
,"75-84 years","75-84","New Jersey","34","2010","2010","Male","M",1788,159827,1118.7
,"75-84 years","75-84","New Jersey","34","2011","2011","Female","F",1425,232151,613.8
,"75-84 years","75-84","New Jersey","34","2011","2011","Male","M",1704,159852,1066.0
,"75-84 years","75-84","New Jersey","34","2012","2012","Female","F",1321,230333,573.5
,"75-84 years","75-84","New Jersey","34","2012","2012","Male","M",1543,159953,964.7
,"75-84 years","75-84","New Jersey","34","2013","2013","Female","F",1210,229270,527.8
,"75-84 years","75-84","New Jersey","34","2013","2013","Male","M",1607,160776,999.5
,"75-84 years","75-84","New Jersey","34","2014","2014","Female","F",1167,229137,509.3
,"75-84 years","75-84","New Jersey","34","2014","2014","Male","M",1487,162315,916.1
,"75-84 years","75-84","New Jersey","34","2015","2015","Female","F",1128,229690,491.1
,"75-84 years","75-84","New Jersey","34","2015","2015","Male","M",1439,163489,880.2
,"75-84 years","75-84","New Jersey","34","2016","2016","Female","F",1031,231490,445.4
,"75-84 years","75-84","New Jersey","34","2016","2016","Male","M",1447,165777,872.9
,"75-84 years","75-84","New Jersey","34","2017","2017","Female","F",1040,239539,434.2
,"75-84 years","75-84","New Jersey","34","2017","2017","Male","M",1440,172552,834.5
,"75-84 years","75-84","New Jersey","34","2018","2018","Female","F",1024,246734,415.0
,"75-84 years","75-84","New Jersey","34","2018","2018","Male","M",1355,179402,755.3
,"75-84 years","75-84","New Jersey","34","2019","2019","Female","F",991,254106,390.0
,"75-84 years","75-84","New Jersey","34","2019","2019","Male","M",1352,185459,729.0
,"75-84 years","75-84","New Jersey","34","2020","2020","Female","F",1074,259279,414.2
,"75-84 years","75-84","New Jersey","34","2020","2020","Male","M",1457,189971,767.0
,"75-84 years","75-84","New Mexico","35","1999","1999","Female","F",375,39846,941.1
,"75-84 years","75-84","New Mexico","35","1999","1999","Male","M",434,29645,1464.0
,"75-84 years","75-84","New Mexico","35","2000","2000","Female","F",341,40816,835.5
,"75-84 years","75-84","New Mexico","35","2000","2000","Male","M",403,30358,1327.5
,"75-84 years","75-84","New Mexico","35","2001","2001","Female","F",338,42196,801.0
,"75-84 years","75-84","New Mexico","35","2001","2001","Male","M",459,31355,1463.9
,"75-84 years","75-84","New Mexico","35","2002","2002","Female","F",326,43128,755.9
,"75-84 years","75-84","New Mexico","35","2002","2002","Male","M",408,32149,1269.1
,"75-84 years","75-84","New Mexico","35","2003","2003","Female","F",313,44123,709.4
,"75-84 years","75-84","New Mexico","35","2003","2003","Male","M",401,32968,1216.3
,"75-84 years","75-84","New Mexico","35","2004","2004","Female","F",260,44706,581.6
,"75-84 years","75-84","New Mexico","35","2004","2004","Male","M",404,33683,1199.4
,"75-84 years","75-84","New Mexico","35","2005","2005","Female","F",338,45573,741.7
,"75-84 years","75-84","New Mexico","35","2005","2005","Male","M",401,34758,1153.7
,"75-84 years","75-84","New Mexico","35","2006","2006","Female","F",281,46492,604.4
,"75-84 years","75-84","New Mexico","35","2006","2006","Male","M",375,35535,1055.3
,"75-84 years","75-84","New Mexico","35","2007","2007","Female","F",266,46888,567.3
,"75-84 years","75-84","New Mexico","35","2007","2007","Male","M",352,36414,966.7
,"75-84 years","75-84","New Mexico","35","2008","2008","Female","F",267,47275,564.8
,"75-84 years","75-84","New Mexico","35","2008","2008","Male","M",310,37047,836.8
,"75-84 years","75-84","New Mexico","35","2009","2009","Female","F",248,47601,521.0
,"75-84 years","75-84","New Mexico","35","2009","2009","Male","M",332,37682,881.1
,"75-84 years","75-84","New Mexico","35","2010","2010","Female","F",259,48081,538.7
,"75-84 years","75-84","New Mexico","35","2010","2010","Male","M",353,38387,919.6
,"75-84 years","75-84","New Mexico","35","2011","2011","Female","F",240,48901,490.8
,"75-84 years","75-84","New Mexico","35","2011","2011","Male","M",358,39537,905.5
,"75-84 years","75-84","New Mexico","35","2012","2012","Female","F",239,49583,482.0
,"75-84 years","75-84","New Mexico","35","2012","2012","Male","M",356,40374,881.8
,"75-84 years","75-84","New Mexico","35","2013","2013","Female","F",246,50693,485.3
,"75-84 years","75-84","New Mexico","35","2013","2013","Male","M",341,41455,822.6
,"75-84 years","75-84","New Mexico","35","2014","2014","Female","F",238,52050,457.3
,"75-84 years","75-84","New Mexico","35","2014","2014","Male","M",361,42592,847.6
,"75-84 years","75-84","New Mexico","35","2015","2015","Female","F",231,52959,436.2
,"75-84 years","75-84","New Mexico","35","2015","2015","Male","M",341,43582,782.4
,"75-84 years","75-84","New Mexico","35","2016","2016","Female","F",238,54597,435.9
,"75-84 years","75-84","New Mexico","35","2016","2016","Male","M",377,44935,839.0
,"75-84 years","75-84","New Mexico","35","2017","2017","Female","F",246,55650,442.0
,"75-84 years","75-84","New Mexico","35","2017","2017","Male","M",422,46164,914.1
,"75-84 years","75-84","New Mexico","35","2018","2018","Female","F",246,58430,421.0
,"75-84 years","75-84","New Mexico","35","2018","2018","Male","M",399,48704,819.2
,"75-84 years","75-84","New Mexico","35","2019","2019","Female","F",301,60973,493.7
,"75-84 years","75-84","New Mexico","35","2019","2019","Male","M",470,50741,926.3
,"75-84 years","75-84","New Mexico","35","2020","2020","Female","F",304,63048,482.2
,"75-84 years","75-84","New Mexico","35","2020","2020","Male","M",468,52818,886.1
,"75-84 years","75-84","New York","36","1999","1999","Female","F",7886,524588,1503.3
,"75-84 years","75-84","New York","36","1999","1999","Male","M",7276,324665,2241.1
,"75-84 years","75-84","New York","36","2000","2000","Female","F",7457,533004,1399.1
,"75-84 years","75-84","New York","36","2000","2000","Male","M",7278,327814,2220.2
,"75-84 years","75-84","New York","36","2001","2001","Female","F",7446,541388,1375.4
,"75-84 years","75-84","New York","36","2001","2001","Male","M",7003,336577,2080.7
,"75-84 years","75-84","New York","36","2002","2002","Female","F",7116,546277,1302.6
,"75-84 years","75-84","New York","36","2002","2002","Male","M",6969,343519,2028.7
,"75-84 years","75-84","New York","36","2003","2003","Female","F",6928,547715,1264.9
,"75-84 years","75-84","New York","36","2003","2003","Male","M",6985,348398,2004.9
,"75-84 years","75-84","New York","36","2004","2004","Female","F",6638,549374,1208.3
,"75-84 years","75-84","New York","36","2004","2004","Male","M",6317,352481,1792.2
,"75-84 years","75-84","New York","36","2005","2005","Female","F",6412,545944,1174.5
,"75-84 years","75-84","New York","36","2005","2005","Male","M",6078,354554,1714.3
,"75-84 years","75-84","New York","36","2006","2006","Female","F",5853,538881,1086.1
,"75-84 years","75-84","New York","36","2006","2006","Male","M",5781,353841,1633.8
,"75-84 years","75-84","New York","36","2007","2007","Female","F",5468,534333,1023.3
,"75-84 years","75-84","New York","36","2007","2007","Male","M",5736,354008,1620.3
,"75-84 years","75-84","New York","36","2008","2008","Female","F",5266,527235,998.8
,"75-84 years","75-84","New York","36","2008","2008","Male","M",5372,352086,1525.8
,"75-84 years","75-84","New York","36","2009","2009","Female","F",4751,519125,915.2
,"75-84 years","75-84","New York","36","2009","2009","Male","M",5015,350336,1431.5
,"75-84 years","75-84","New York","36","2010","2010","Female","F",4212,515425,817.2
,"75-84 years","75-84","New York","36","2010","2010","Male","M",4605,351042,1311.8
,"75-84 years","75-84","New York","36","2011","2011","Female","F",4097,511042,801.7
,"75-84 years","75-84","New York","36","2011","2011","Male","M",4376,351806,1243.9
,"75-84 years","75-84","New York","36","2012","2012","Female","F",3682,508847,723.6
,"75-84 years","75-84","New York","36","2012","2012","Male","M",4143,353283,1172.7
,"75-84 years","75-84","New York","36","2013","2013","Female","F",3581,507917,705.0
,"75-84 years","75-84","New York","36","2013","2013","Male","M",4186,356152,1175.3
,"75-84 years","75-84","New York","36","2014","2014","Female","F",3355,507984,660.5
,"75-84 years","75-84","New York","36","2014","2014","Male","M",3967,359031,1104.9
,"75-84 years","75-84","New York","36","2015","2015","Female","F",3336,508822,655.6
,"75-84 years","75-84","New York","36","2015","2015","Male","M",4057,361974,1120.8
,"75-84 years","75-84","New York","36","2016","2016","Female","F",3294,513913,641.0
,"75-84 years","75-84","New York","36","2016","2016","Male","M",3919,367156,1067.4
,"75-84 years","75-84","New York","36","2017","2017","Female","F",3213,536242,599.2
,"75-84 years","75-84","New York","36","2017","2017","Male","M",3986,384660,1036.2
,"75-84 years","75-84","New York","36","2018","2018","Female","F",3302,550988,599.3
,"75-84 years","75-84","New York","36","2018","2018","Male","M",4118,397107,1037.0
,"75-84 years","75-84","New York","36","2019","2019","Female","F",3206,566795,565.6
,"75-84 years","75-84","New York","36","2019","2019","Male","M",4035,409428,985.5
,"75-84 years","75-84","New York","36","2020","2020","Female","F",3657,577688,633.0
,"75-84 years","75-84","New York","36","2020","2020","Male","M",4641,418640,1108.6
,"75-84 years","75-84","North Carolina","37","1999","1999","Female","F",2181,204263,1067.7
,"75-84 years","75-84","North Carolina","37","1999","1999","Male","M",2212,121999,1813.1
,"75-84 years","75-84","North Carolina","37","2000","2000","Female","F",2227,205638,1083.0
,"75-84 years","75-84","North Carolina","37","2000","2000","Male","M",2221,124172,1788.6
,"75-84 years","75-84","North Carolina","37","2001","2001","Female","F",1990,209476,950.0
,"75-84 years","75-84","North Carolina","37","2001","2001","Male","M",2071,128556,1611.0
,"75-84 years","75-84","North Carolina","37","2002","2002","Female","F",1894,213187,888.4
,"75-84 years","75-84","North Carolina","37","2002","2002","Male","M",2066,132621,1557.8
,"75-84 years","75-84","North Carolina","37","2003","2003","Female","F",1903,216535,878.8
,"75-84 years","75-84","North Carolina","37","2003","2003","Male","M",2004,136162,1471.8
,"75-84 years","75-84","North Carolina","37","2004","2004","Female","F",1684,219141,768.5
,"75-84 years","75-84","North Carolina","37","2004","2004","Male","M",1922,139460,1378.2
,"75-84 years","75-84","North Carolina","37","2005","2005","Female","F",1678,221006,759.3
,"75-84 years","75-84","North Carolina","37","2005","2005","Male","M",1831,142707,1283.0
,"75-84 years","75-84","North Carolina","37","2006","2006","Female","F",1433,224475,638.4
,"75-84 years","75-84","North Carolina","37","2006","2006","Male","M",1738,146838,1183.6
,"75-84 years","75-84","North Carolina","37","2007","2007","Female","F",1457,226094,644.4
,"75-84 years","75-84","North Carolina","37","2007","2007","Male","M",1689,149721,1128.1
,"75-84 years","75-84","North Carolina","37","2008","2008","Female","F",1454,228563,636.1
,"75-84 years","75-84","North Carolina","37","2008","2008","Male","M",1651,153275,1077.1
,"75-84 years","75-84","North Carolina","37","2009","2009","Female","F",1296,228483,567.2
,"75-84 years","75-84","North Carolina","37","2009","2009","Male","M",1584,155567,1018.2
,"75-84 years","75-84","North Carolina","37","2010","2010","Female","F",1231,230497,534.1
,"75-84 years","75-84","North Carolina","37","2010","2010","Male","M",1572,158554,991.5
,"75-84 years","75-84","North Carolina","37","2011","2011","Female","F",1195,234423,509.8
,"75-84 years","75-84","North Carolina","37","2011","2011","Male","M",1601,163980,976.3
,"75-84 years","75-84","North Carolina","37","2012","2012","Female","F",1177,237896,494.8
,"75-84 years","75-84","North Carolina","37","2012","2012","Male","M",1494,167980,889.4
,"75-84 years","75-84","North Carolina","37","2013","2013","Female","F",1139,241897,470.9
,"75-84 years","75-84","North Carolina","37","2013","2013","Male","M",1538,172768,890.2
,"75-84 years","75-84","North Carolina","37","2014","2014","Female","F",1020,246619,413.6
,"75-84 years","75-84","North Carolina","37","2014","2014","Male","M",1470,178578,823.2
,"75-84 years","75-84","North Carolina","37","2015","2015","Female","F",1111,252071,440.7
,"75-84 years","75-84","North Carolina","37","2015","2015","Male","M",1590,184283,862.8
,"75-84 years","75-84","North Carolina","37","2016","2016","Female","F",1010,258883,390.1
,"75-84 years","75-84","North Carolina","37","2016","2016","Male","M",1445,190959,756.7
,"75-84 years","75-84","North Carolina","37","2017","2017","Female","F",1010,267654,377.4
,"75-84 years","75-84","North Carolina","37","2017","2017","Male","M",1508,199365,756.4
,"75-84 years","75-84","North Carolina","37","2018","2018","Female","F",1067,281004,379.7
,"75-84 years","75-84","North Carolina","37","2018","2018","Male","M",1506,212054,710.2
,"75-84 years","75-84","North Carolina","37","2019","2019","Female","F",1023,292600,349.6
,"75-84 years","75-84","North Carolina","37","2019","2019","Male","M",1559,222592,700.4
,"75-84 years","75-84","North Carolina","37","2020","2020","Female","F",1053,303889,346.5
,"75-84 years","75-84","North Carolina","37","2020","2020","Male","M",1598,231930,689.0
,"75-84 years","75-84","North Dakota","38","1999","1999","Female","F",162,19887,814.6
,"75-84 years","75-84","North Dakota","38","1999","1999","Male","M",235,13864,1695.0
,"75-84 years","75-84","North Dakota","38","2000","2000","Female","F",172,19871,865.6
,"75-84 years","75-84","North Dakota","38","2000","2000","Male","M",246,13980,1759.7
,"75-84 years","75-84","North Dakota","38","2001","2001","Female","F",141,19856,710.1
,"75-84 years","75-84","North Dakota","38","2001","2001","Male","M",245,14176,1728.3
,"75-84 years","75-84","North Dakota","38","2002","2002","Female","F",128,19678,650.5
